case_index,case_name,category,prediction,instruction_following_score,visual_quality_score,instruction_following_reason,visual_quality_reason,judge_model,judge_time_seconds,errors
21,Case 21: Title Case Titles,"Content, Styling",/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_021.pptx,0.00,1.00,"The prediction failed to capitalize the slide titles; instead of converting them to Title Case as instructed, the titles remained in lowercase or sentence case.","The model failed to apply Title Case capitalization and instead converted all slide titles to lowercase (e.g., 'data science and informatics', 'who are we?', 'brief history of dsi'), which is a major deviation from the instruction and Ground Truth. | The model failed to apply Title Case to the slide titles (e.g., 'workshop Coordination', 'competing data science truths', 'workshop design') and introduced unintended formatting changes by adding underlines to body text on the final slide. | The model failed to apply Title Case to most titles, instead converting them to lowercase (e.g., 'results of workshops', 'growth of dsi', 'contact'), and incorrectly lowercased the acronym 'DSI' in the slide title.",qwen/qwen3.7-plus (median of 3),458.917,
47,Case 47: Change Line Graph to Bar Graph,Content,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_047.pptx,5.00,2.00,"The prediction successfully converted the line chart to a clustered column chart as requested, with differences limited to non-semantic metadata (element names/IDs and an unrelated slide number placeholder) that do not affect the instructional outcome.","The prediction introduces significant unintended changes: it adds a 'Series 1' title not present in the ground truth, alters the Y-axis scale and gridlines (showing integer steps instead of the original 10-point intervals), and removes the data labels above the bars.",qwen/qwen3.7-plus (median of 3),18.321,
6,Case 6: Update Quarter Two Data (A),Content,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_006.pptx,2.00,1.00,"The prediction failed to resize the text boxes or reduce font sizes to accommodate the longer text 'Second Quarter', resulting in text that likely overflows or is cut off, and failed to apply the required multi-line formatting, violating the instruction's implicit requirement for visibility and layout preservation.","The replacement text 'Second Quarter' on the final slide overlaps significantly with the chart graphics and data values, rendering the slide cluttered and partially unreadable, which violates the requirement for a clean, non-overlapping layout. | The 'Second Quarter' text is incorrectly positioned in the center of the slide, overlapping the central graphic elements and obscuring content, whereas the Ground Truth places it clearly as a header on the right side. | The prediction failed to update the 'Q2' label to 'Second Quarter' on the bar chart in Prediction Slide 11 (corresponding to Ground Truth Slide 12), directly violating the core instruction.",qwen/qwen3.7-plus (median of 3),494.461,
53,Case 53: Fill Table from Data,Content,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_053.pptx,1.00,5.00,"The prediction failed to follow the core instruction by filling the wrong table (Table 15 instead of the designated empty table) with completely incorrect financial data values, and it failed to delete the original text box.","The prediction accurately populates the table with the correct financial data, deletes the source text box, and preserves all other slide elements and styling identical to the ground truth.",qwen/qwen3.7-plus (median of 3),21.436,
34,Case 34: Lambda Replacement,Content,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_034.pptx,1.00,1.00,"The prediction fails to perform the requested consolidation of text runs (evidenced by merged text strings and missing run objects in the diff) and introduces numerous unrequested text content changes (e.g., adding definitions, changing formulas) beyond the simple symbol replacement.","The prediction incorrectly merged multiple distinct lines of text on Slide 1 into a single, unreadable run ('PRESENTED BYK. RANJITHDEPARTMENT...') with missing spaces, severely breaking the layout and legibility. | The prediction is missing the first slide from the ground truth sequence (Slide 6) and has shifted the subsequent slides, resulting in a structural mismatch and missing content despite the visible slides being visually identical. | The prediction is missing the first slide (Ground Truth Slide 11) entirely, causing a misalignment where every subsequent prediction slide corresponds to the wrong ground truth slide (off by one), despite the visible slides being visually accurate.",qwen/qwen3.7-plus (median of 3),522.173,
67,Case 67: WCAG Accessibility & Master Cleanup,"Structure, Styling",/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_067.pptx,1.00,1.00,"The prediction failed to remove explicit font overrides (keeping 'DM Sans' instead of theme default) and altered the visual layout by moving titles on-screen instead of off-screen, directly violating the instruction's constraints.","The prediction introduces visible on-screen accessibility titles (e.g., 'Brainstorming Ideas') that overlap with or displace original content, and alters the layout/structure of multiple slides (including adding an extra slide and merging titles), which violates the instruction to preserve visual layout.",qwen/qwen3.7-plus (median of 3),175.326,
40,Case 40: Hindu Center Titles,"Content, Layout",/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_040.pptx,3.00,1.00,"The prediction correctly applied horizontal centering to the titles on slides 2, 5, 7, and 9 (matching the semantic intent), but failed to center or preserve the vertical position of the title on slide 1, which shows a significant vertical deviation (top: 0.0 vs ~189) and horizontal mismatch compared to the ground truth.","The prediction fails to preserve the slide structure and content order, shifting slides 2-5 down by one position (e.g., Ground Truth Slide 2 appears as Prediction Slide 1), and significantly alters the title content on Slide 1 by removing the first two lines of the main title. | The prediction exhibits a severe slide ordering error (shifted by one slide), causing content mismatches (e.g., Slide 7 shows 'BUDDHA' instead of the caste pyramid), and fails to center the title on Slide 9 ('Penyebaran...').",qwen/qwen3.7-plus (median of 3),435.515,
87,Case 87: Merge Near-Duplicate Slides,Structure,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_087.pptx,5.00,0.00,Prediction perfectly matches ground truth with no detectable differences.,no_batches_evaluated,qwen/qwen3.7-plus (median of 3),0.071,
54,Case 54: Match Slide Deck Theme,Styling,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_054.pptx,1.00,1.00,"The prediction failed to apply the requested 'Title and Content' layout to any of the slides (3-9), leaving them as 'Blank', and consequently failed to map content to the correct placeholders or preserve formatting as required.","The prediction fails to preserve the original slide structure and content ordering; specifically, Slide 2 (the reference layout) has been replaced by 'Class Overview' content, causing a cascading misalignment where subsequent slides do not match the ground truth sequence or layout application. | The prediction completely fails to preserve the original content of the slides; it shifts the content of Slide 7 to Slide 6, Slide 8 to Slide 7, and Slide 9 to Slide 8, while replacing the original Slide 9 with unrelated 'Q&A' content, resulting in total semantic failure despite applying the correct layout style.",qwen/qwen3.7-plus (median of 3),280.383,
35,Case 35: Structural Fix,"Content, Styling",/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_035.pptx,1.00,2.00,"The prediction fails to execute the explicit text edits (shortening the title and changing font sizes) and instead makes chaotic structural changes that differ significantly from the ground truth, such as deleting text content on Slide 3 and failing to consolidate fragmented text runs as requested.","The prediction drastically alters the layout of Slide 1 by shifting the subtitle text to the left and overlapping it with the main title, unlike the centered arrangement in the Ground Truth; additionally, it removes the required colored text highlighting on Slides 3 and 4, changing them to plain black text. | The prediction introduces significant unintended formatting changes, most notably adding full underline styling to the entire body text on the 'Classification of the Emission Spectra' slide (Prediction Slide 7) where the Ground Truth has none, and removing colored text highlights present in the Ground Truth. | The prediction is missing the first slide (Slide 11 in GT), causing a slide numbering mismatch where every subsequent slide corresponds to the wrong content (e.g., Prediction Slide 11 matches GT Slide 12), and it includes an extra slide at the end not present in the ground truth.",qwen/qwen3.7-plus (median of 3),537.242,
92,Case 92: Avatar Circle Crop,Content,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_092.pptx,1.00,5.00,"The prediction failed to make the photos circular (they remain rectangular PICTURE objects instead of CIRCULAR/AUTO_SHAPE), did not set the correct size (108pt instead of 1.5 inches/108pt is close but type is wrong), and importantly, it swapped the images with the text labels, breaking the pairing requirement.","The prediction perfectly matches the ground truth with circular, uniformly sized, and aligned photos paired correctly with names, showing no unintended visual changes.",qwen/qwen3.7-plus (median of 3),19.164,
97,Case 97: LaTeX to Office Math (OMML),Content,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_097.pptx,1.00,1.00,"The prediction failed to convert any mathematical text into editable math objects; instead, it deleted the equations from Slide 2 and replaced the content of Slide 3 with an image, violating the core instruction.","The prediction fails to preserve the slide structure and content; it is missing slides 4 and 5 entirely, and on slide 3, the mathematical equations are rendered as a single, unreadable, overlapping blob rather than four separate, legible objects.",qwen/qwen3.7-plus (median of 3),22.341,
89,Case 89: Fill in Animal Research poster,"Content, Layout",/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_089.pptx,2.00,1.00,"The prediction fails to update the text for multiple sections (e.g., Slide 2 still contains 'POINT 01', 'POINT 02', 'POINT 03' instead of factual snake information) and lacks the required source citations in the body text, whereas the ground truth shows comprehensive replacement of all placeholder text with relevant facts and citations.","The prediction fails to replace placeholder text in multiple sections (e.g., 'POINT 01-03' on the Toucan poster retains 'Lorem ipsum'), leaves generic headers like 'POINT 01/02' on the Snake poster instead of specific titles, and includes an irrelevant placeholder bar chart in the Results section.",qwen/qwen3.7-plus (median of 3),36.800,
50,Case 50: Normalize Date Format,Content,/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_050.pptx,1.00,1.00,"The prediction fundamentally corrupted the presentation structure by swapping titles and body text contents across multiple slides, and it failed to standardize several date formats (e.g., leaving years off or keeping original formats) while destroying non-date text.","The prediction accurately standardizes all date formats to 'Month Day, Year' while perfectly preserving the original font styling, layout, and text content across all slides. | The prediction exhibits significant layout and content errors, including a slide sequence mismatch (Prediction Slide 6 displays Ground Truth Slide 7's content while omitting Ground Truth Slide 6 entirely) and severe text truncation/overlap on Prediction Slide 7 where the bottom bullet points are cut off and obscured by the footer. | The prediction is missing the first slide ('BERMUDA RESPONSE') entirely and has shifted the subsequent slides out of alignment (e.g., Prediction Slide 11 corresponds to Ground Truth Slide 12), resulting in a major structural deviation and loss of content.",qwen/qwen3.7-plus (median of 3),370.576,
57,Case 57: Add Water Mark,"Content, Styling",/root/PPTArena/agent_bench/predictions/cua_chatgpt_agent/case_057.pptx,3.00,1.00,"The prediction adds a 'DRAFT' watermark to every slide as requested, but the font size (60 vs 120) and rotation (315 vs 330) differ significantly from the ground truth, resulting in a watermark that is less prominent and styled differently than the reference implementation.","The prediction preserves the original content but fails to match the Ground Truth's specific visual style for the watermark, using opaque light gray text instead of the required semi-transparent/low-opacity appearance, resulting in a visually clashing and non-standard watermark. | The prediction fails to preserve the original slide content (Ground Truth Slide 6 is completely missing and replaced by a different slide), and the DRAFT watermark is significantly smaller and less prominent than the large, bold style shown in the Ground Truth. | The prediction is missing the first slide (Team Members) entirely and replaces it with an unrequested 'Our Services' slide, resulting in a complete mismatch of slide content and order compared to the ground truth.",qwen/qwen3.7-plus (median of 3),354.472,
